,species,authors,citation,year_of_publication,year_of_data_collection,month,state,location,gps_coordinates,lat,lon,scale,urban,habitat,density_per_km2,highest_density_multiple_records,range_av_per_km2,av_rainfall,annual_rain_at_time_of_study,baited,dingoes_present,method,confidence_in_density_estimate,notes,notes2,time,years,ninoa,month_int,r_index,worldclim
100,fox,"Dickman, unpub data",unpub data,,1992,Oct,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0.215,,,,,no,yes,spotlighting,High,,13,1992,,,10,1992-10,76.7187347412109
101,fox,"Dickman, unpub data",unpub data,,1992,Nov,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0.25,,,,,no,yes,spotlighting,High,,14,1992,,,11,1992-11,89.305778503418
102,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Apr,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,3,,3,,,no,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,4,1993-04,592.592224121094
103,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,May,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,2.5,,2.5,,,no,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,5,1993-05,527.700866699219
104,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Jun,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,3.5,,3.5,,,no,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,6,1993-06,433.694580078125
105,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Aug,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,1,,1,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,8,1993-08,366.578582763672
106,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Oct,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.7,,0.7,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,10,1993-10,377.327514648437
107,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Nov,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.5,,0.5,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,11,1993-11,446.473937988281
108,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Dec,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.9,,0.9,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,12,1993-12,466.912628173828
109,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Apr,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,2.4,,2.4,,,no,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,4,1993-04,597.150451660156
110,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,May,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,2.5,,2.5,,,no,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,5,1993-05,528.076782226563
111,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Jun,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,2.8,,2.8,,,no,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,6,1993-06,433.495727539063
112,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Aug,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.7,,0.7,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,8,1993-08,377.038818359375
113,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Oct,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.8,,0.8,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,10,1993-10,403.725860595703
114,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Nov,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0,,0,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,11,1993-11,478.175109863281
115,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Dec,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.8,,0.8,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,12,1993-12,494.116882324219
116,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Apr,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.9,,1.9,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,4,1993-04,638.177795410156
117,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,May,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.8,,1.8,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,5,1993-05,559.749938964844
118,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Jun,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.9,,1.9,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,6,1993-06,458.327331542969
119,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Aug,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.6,,1.6,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,8,1993-08,431.886962890625
120,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Oct,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,2.3,,2.3,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,10,1993-10,493.248779296875
121,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Nov,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.6,,1.6,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,11,1993-11,580.073791503906
122,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Dec,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,2.6,,2.6,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,12,1993-12,592.005310058594
123,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Apr,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,1.5,,1.5,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,4,1993-04,583.277954101563
124,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,May,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,1.3,,1.3,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,5,1993-05,520.389099121094
125,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Jun,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,1,,1,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,6,1993-06,422.967529296875
126,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Aug,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.7,,0.7,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,8,1993-08,358.721130371094
127,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Oct,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.8,,0.8,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,10,1993-10,381.219116210938
128,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Nov,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.7,,0.7,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,11,1993-11,453.117828369141
129,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1993,Dec,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,1.2,,1.2,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1993,1993,nino,12,1993-12,467.345275878906
130,fox,"Bubela, T.  (Sydney University)","Bubela, T., Bartell, R. & Miller, W. (1998). Factors affecting the trappability of red foxes in Kosciusko National Park. Wildlife Research, 25, 199-208",1998,1993,Jan,NSW,Kosciusko NP,"36""24'S, 148""26'E",-36.4,148.433333,167km2,No,Sub-alpine forest,3.6,,3.6,,,no,,Calculated from home range (Trewhella equation),High,"max estimate, post-breeding summer density",,1993,1993,nino,1,1993-01,1458.06311035156
131,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1993,Mar,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km8,No,Arid,0.025,2.5,0.025,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,1993,1993,nino,3,1993-03,135.965240478516
132,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1993,Aug,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km9,No,Arid,0.025,2.5,0.025,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,1993,1993,nino,8,1993-08,168.852416992188
133,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1993,Mar,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km8,No,Arid,0,0,0,220,,yes,,Track indices only (number of tracks per 100km),Low,Baited site,,1993,1993,nino,3,1993-03,135.965240478516
134,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1993,Aug,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km9,No,Arid,0,0,0,220,,no,,Track indices only (number of tracks per 100km),Low,Baited site,,1993,1993,nino,8,1993-08,168.852416992188
135,fox,Fleming,"Fleming, P. J. (1997). Uptake of baits by red foxes (Vulpes vulpes): implications for rabies contingency planning in Australia. Wildlife Research, 24, 335-346.",1997,1993,Jun,NSW,"Glen Innes, northern NSW","29""459S, 151""439E",-29.42,151.72,15.4km2,No,Temperate agricultural (northern tablelands New South Wales),1.948051948,,1.948051948,848,,pre-baiting,,spotlighting,High,Site 3,winter,1993,1993,nino,6,1993-06,383.3759765625
136,fox,Fleming,"Fleming, P. J. (1997). Uptake of baits by red foxes (Vulpes vulpes): implications for rabies contingency planning in Australia. Wildlife Research, 24, 335-346.",1997,1993,Oct,NSW,"Glen Innes, northern NSW","29""45'S, 151""43'E",-29.42,151.72,15.4km2,No,Temperate agricultural (northern tablelands New South Wales),1.363636364,,1.363636364,848,,post-baiting,,spotlighting,High,Site 3,spring,1993,1993,nino,10,1993-10,337.225128173828
137,fox,Fleming,"Fleming, P. J. (1997). Uptake of baits by red foxes (Vulpes vulpes): implications for rabies contingency planning in Australia. Wildlife Research, 24, 335-346.",1997,1993,Jun,NSW,"Glen Innes, northern NSW","29""459S, 151""439E",-29.416667,151.716667,22km2,No,Temperate agricultural (northern tablelands New South Wales),1.909090909,,1.909090909,848,,pre-baiting,,spotlighting,High,Site 1,winter,1993,1993,nino,6,1993-06,383.3759765625
138,fox,Fleming,"Fleming, P. J. (1997). Uptake of baits by red foxes (Vulpes vulpes): implications for rabies contingency planning in Australia. Wildlife Research, 24, 335-346.",1997,1993,Oct,NSW,"Glen Innes, northern NSW","29""459S, 151""439E",-29.416667,151.716667,22km2,No,Temperate agricultural (northern tablelands New South Wales),1.363636364,,1.363636364,848,,post-baiting,,spotlighting,High,Site 1,spring,1993,1993,nino,10,1993-10,337.225128173828
139,fox,Fleming,"Fleming, P. J. (1997). Uptake of baits by red foxes (Vulpes vulpes): implications for rabies contingency planning in Australia. Wildlife Research, 24, 335-346.",1997,1993,Jun,NSW,"Glen Innes, northern NSW","29""459S, 151""439E",-29.41,151.71,23.7km2,No,Temperate agricultural (northern tablelands New South Wales),1.265822785,,1.265822785,848,,pre-baiting,,spotlighting,High,Site 2,winter,1993,1993,nino,6,1993-06,378.516784667969
140,fox,Fleming,"Fleming, P. J. (1997). Uptake of baits by red foxes (Vulpes vulpes): implications for rabies contingency planning in Australia. Wildlife Research, 24, 335-346.",1997,1993,Oct,NSW,"Glen Innes, northern NSW","29""459S, 151""439E",-29.41,151.71,23.7km2,No,Temperate agricultural (northern tablelands New South Wales),0.759493671,,0.759493671,848,,post-baiting,,spotlighting,High,Site 2,spring,1993,1993,nino,10,1993-10,338.079406738281
141,fox,Kay,"Kay, B., Gifford, E., Perry, R. & van de Ven, R. (2000). Trapping efficiency for foxes (<i>Vulpes vulpes</i>) in central New SouthWales: age and sex biases and the effects of reduced fox abundance. Wildlife Research, 27, 547-552.",2000,1993,Sep,NSW,"Larras Lee, Central Tablelands:30 km south-east of Lake Burrendong","33""00'S, 148""52'E",-32.98,149.52,50km2,No,Temperate agricultural,1.5,,1.5,705,683,no,,spotlighting,High,,,1993,1993,nino,9,1993-09,454.074371337891
142,fox,Kay,"Kay, B., Gifford, E., Perry, R. & van de Ven, R. (2000). Trapping efficiency for foxes (<i>Vulpes vulpes</i>) in central New SouthWales: age and sex biases and the effects of reduced fox abundance. Wildlife Research, 27, 547-552.",2000,1993,Sep,NSW,"Mumbil, west foreshore Lake Burrendong, Central Tablelands","32""40 S, 149""10 E",-32.666667,149.03,36km2,No,Temperate agricultural,1,,1,668,615,no,,spotlighting,High,,,1993,1993,nino,9,1993-09,394.140625
143,fox,Kay,"Kay, B., Gifford, E., Perry, R. & van de Ven, R. (2000). Trapping efficiency for foxes (<i>Vulpes vulpes</i>) in central New SouthWales: age and sex biases and the effects of reduced fox abundance. Wildlife Research, 27, 547-552.",2000,1993,Sep,NSW,"Mudgee, east foreshore Lake Burrendong, Central Tablelands","32""40 S, 149""10 E",-32.644,149.39,22km2,No,Temperate agricultural,1.5,,1.5,668,615,no,,spotlighting,High,,,1993,1993,nino,9,1993-09,436.637329101563
144,fox,Marks and Bloomfi eld (1999),"Marks, C. A., and Bloomfield, T. E. (1999a). Distribution and density estimates for urban foxes (Vulpes vulpes) in Melbourne: Implications for rabies control. Wildl. Res. 26, 763-75.",1999,1993,Jun,VIC,Melbourne: Botanic Gardens,not provided- ayesha sourced,-37.831345,144.981766,1.3km2,Yes,Urban (Melbourne Victoria),2,,2,,,,,Active den counts,High,,,1993,1993,nino,6,1993-06,390.785888671875
145,fox,Marks and Bloomfi eld (1999),"Marks, C. A., and Bloomfield, T. E. (1999a). Distribution and density estimates for urban foxes (Vulpes vulpes) in Melbourne: Implications for rabies control. Wildl. Res. 26, 763-75.",1999,1993,Jun,VIC,Melbourne: Webb Dock,not provided- ayesha sourced,-37.813537,144.924098,2.8km2,Yes,Urban (Melbourne Victoria),12.2,,12.2,,,,,Active den counts,High,,,1993,1993,nino,6,1993-06,371.3017578125
146,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1993,Feb,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,1.3,,0.6,160,,no,,spotlighting,High,,,1993,1993,nino,2,1993-02,210.67073059082
147,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1993,Apr,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.2,,0.6,160,,no,,spotlighting,High,,,1993,1993,nino,4,1993-04,156.389419555664
148,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1993,Jun,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.5,,0.6,160,,no,,spotlighting,High,,,1993,1993,nino,6,1993-06,113.132537841797
149,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1993,Aug,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.2,,0.6,160,,no,,spotlighting,High,,,1993,1993,nino,8,1993-08,69.0944366455078
150,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1993,Oct,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.25,,0.6,160,,no,,spotlighting,High,,,1993,1993,nino,10,1993-10,109.342208862305
151,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1993,Dec,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.2,,0.6,160,,no,,spotlighting,High,,,1993,1993,nino,12,1993-12,137.877868652344
152,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1993,Jan,WA,Heirisson Prong Zone 3 South of fence,"26""10'S, 113""23'E",-26.39556,113.449631,1000km2,No,Coastal heath,0.09,,0.09,,,no,,spotlighting,High,"Zone 3 (high cat, high fox)",vegetation and topography are described in Risbey et al. (1997),1993,1993,nino,1,1993-01,101.691055297852
153,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1993,May,WA,Heirisson Prong Zone 3 South of fence,"26""10'S, 113""23'E",-26.39556,113.449631,1000km2,No,Coastal heath,0.08,,0.08,,,no,,spotlighting,High,"Zone 3 (high cat, high fox)",vegetation and topography are described in Risbey et al. (1997),1993,1993,nino,5,1993-05,87.0211181640625
154,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1993,Jul,WA,Heirisson Prong Zone 3 South of fence,"26""10'S, 113""23'E",-26.39556,113.449631,1000km2,No,Coastal heath,0.07,,0.07,,,no,,spotlighting,High,"Zone 3 (high cat, high fox)",vegetation and topography are described in Risbey et al. (1997),1993,1993,nino,7,1993-07,164.718338012695
155,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1993,Oct,WA,Heirisson Prong Zone 3 South of fence,"26""10'S, 113""23'E",-26.39556,113.449631,1000km2,No,Coastal heath,0.04,,0.04,,,no,,spotlighting,High,"Zone 3 (high cat, high fox)",vegetation and topography are described in Risbey et al. (1997),1993,1993,nino,10,1993-10,212.670150756836
156,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1993,Mar,WA,Heirisson Prong Zone 2 Useless Loop,"26""10'S, 113""23'E",-26.210895,113.402939,200km2,No,Coastal heath,0.01,,0.01,,,yes,,spotlighting,High,"Zone 2 (high cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1993,1993,nino,3,1993-03,38.7756576538086
157,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1993,Jun,WA,Heirisson Prong Zone 2 Useless Loop,"26""10'S, 113""23'E",-26.210895,113.402939,200km2,No,Coastal heath,0.02,,0.02,,,yes,,spotlighting,High,"Zone 2 (high cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1993,1993,nino,6,1993-06,118.229080200195
158,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1993,Sep,WA,Heirisson Prong Zone 2 Useless Loop,"26""10'S, 113""23'E",-26.210895,113.402939,200km2,No,Coastal heath,0.015,,0.015,,,yes,,spotlighting,High,"Zone 2 (high cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1993,1993,nino,9,1993-09,171.207412719727
159,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1993,Dec,WA,Heirisson Prong Zone 2 Useless Loop,"26""10'S, 113""23'E",-26.210895,113.402939,200km2,No,Coastal heath,0.02,,0.02,,,yes,,spotlighting,High,"Zone 2 (high cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1993,1993,nino,12,1993-12,127.381317138672
160,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1993,Mar,WA,Heirisson Prong Zone 1 Cape Heirison,"26""10'S, 113""23'E",-26.05925,113.375473,12km2,No,Coastal heath,0.015,,,,,yes,,spotlighting,High,"Zone 1 (low cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1993,1993,nino,3,1993-03,36.7000427246094
161,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1993,Jul,WA,Heirisson Prong Zone 1 Cape Heirison,"26""10'S, 113""23'E",-26.05925,113.375473,12km2,No,Coastal heath,0.01,,,,,yes,,spotlighting,High,"Zone 1 (low cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1993,1993,nino,7,1993-07,126.884475708008
162,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1993,Aug,WA,Heirisson Prong Zone 1 Cape Heirison,"26""10'S, 113""23'E",-26.05925,113.375473,12km2,No,Coastal heath,0.01,,,,,yes,,spotlighting,High,"Zone 1 (low cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1993,1993,nino,8,1993-08,153.643646240234
