,species,authors,citation,year_of_publication,year_of_data_collection,month,state,location,gps_coordinates,lat,lon,scale,urban,habitat,density_per_km2,highest_density_multiple_records,range_av_per_km2,av_rainfall,annual_rain_at_time_of_study,baited,dingoes_present,method,confidence_in_density_estimate,notes,notes2,time,years,ninoa,month_int,r_index,worldclim
225,fox,Kay,"Kay, B., Gifford, E., Perry, R. & van de Ven, R. (2000). Trapping efficiency for foxes (<i>Vulpes vulpes</i>) in central New SouthWales: age and sex biases and the effects of reduced fox abundance. Wildlife Research, 27, 547-552.",2000,1994,Sep,NSW,"Mudgee, east foreshore Lake Burrendong, Central Tablelands","32""40 S, 149""10 E",-32.644,149.39,22km3,No,Temperate agricultural,0.9,,0.9,668,437,no,,spotlighting,High,,,1994,1994,nino,9,1994-09,194.502700805664
226,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1994,Feb,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.2,,0.6,160,,no,,spotlighting,High,,,1994,1994,nino,2,1994-02,143.366287231445
227,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1994,Apr,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.2,,0.6,160,,no,,spotlighting,High,,,1994,1994,nino,4,1994-04,137.787445068359
228,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1994,Jun,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1994,1994,nino,6,1994-06,110.360496520996
229,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1994,Aug,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1994,1994,nino,8,1994-08,75.7833709716797
230,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1994,Oct,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1994,1994,nino,10,1994-10,40.473388671875
231,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1994,Dec,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,1.4,,0.6,160,,no,,spotlighting,High,,,1994,1994,nino,12,1994-12,46.6762771606445
232,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1994,Feb,WA,Heirisson Prong Zone 3 South of fence,"26""10'S, 113""23'E",-26.39556,113.449631,1000km2,No,Coastal heath,0.06,,0.06,,,no,,spotlighting,High,"Zone 3 (high cat, high fox)",vegetation and topography are described in Risbey et al. (1997),1994,1994,nino,2,1994-02,97.8198699951172
233,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1994,Apr,WA,Heirisson Prong Zone 3 South of fence,"26""10'S, 113""23'E",-26.39556,113.449631,1000km2,No,Coastal heath,0.04,,0.04,,,no,,spotlighting,High,"Zone 3 (high cat, high fox)",vegetation and topography are described in Risbey et al. (1997),1994,1994,nino,4,1994-04,43.8427124023437
234,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1994,Jul,WA,Heirisson Prong Zone 3 South of fence,"26""10'S, 113""23'E",-26.39556,113.449631,1000km2,No,Coastal heath,0.03,,0.03,,,no,,spotlighting,High,"Zone 3 (high cat, high fox)",vegetation and topography are described in Risbey et al. (1997),1994,1994,nino,7,1994-07,128.48210144043
235,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1994,Mar,WA,Heirisson Prong Zone 2 Useless Loop,"26""10'S, 113""23'E",-26.210895,113.402939,200km2,No,Coastal heath,0.015,,0.015,,,yes,,spotlighting,High,"Zone 2 (high cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1994,1994,nino,3,1994-03,61.4976692199707
236,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1994,Jun,WA,Heirisson Prong Zone 2 Useless Loop,"26""10'S, 113""23'E",-26.210895,113.402939,200km2,No,Coastal heath,0.01,,0.01,,,yes,,spotlighting,High,"Zone 2 (high cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1994,1994,nino,6,1994-06,86.176025390625
237,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1994,Sep,WA,Heirisson Prong Zone 2 Useless Loop,"26""10'S, 113""23'E",-26.210895,113.402939,200km2,No,Coastal heath,0.03,,0.03,,,yes,,spotlighting,High,"Zone 2 (high cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1994,1994,nino,9,1994-09,115.548278808594
238,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1994,Jan,WA,Heirisson Prong Zone 1 Cape Heirison,"26""10'S, 113""23'E",-26.05925,113.375473,12km2,No,Coastal heath,0.01,,,,,yes,,spotlighting,High,"Zone 1 (low cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1994,1994,nino,1,1994-01,73.7682495117187
239,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1994,Mar,WA,Heirisson Prong Zone 1 Cape Heirison,"26""10'S, 113""23'E",-26.05925,113.375473,12km2,No,Coastal heath,0.01,,,,,yes,,spotlighting,High,"Zone 1 (low cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1994,1994,nino,3,1994-03,60.4599227905274
240,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1994,Jun,WA,Heirisson Prong Zone 1 Cape Heirison,"26""10'S, 113""23'E",-26.05925,113.375473,12km2,No,Coastal heath,0.01,,,,,yes,,spotlighting,High,"Zone 1 (low cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1994,1994,nino,6,1994-06,83.5346450805664
241,fox,Risbey et al,"The impact of cats and foxes on the small vertebrate fauna of Heirisson Prong, Western Australia. II. A field experiment",2000,1994,Sep,WA,Heirisson Prong Zone 1 Cape Heirison,"26""10'S, 113""23'E",-26.05925,113.375473,12km2,No,Coastal heath,0.01,,,,,yes,,spotlighting,High,"Zone 1 (low cat, low fox)",vegetation and topography are described in Risbey et al. (1997),1994,1994,nino,9,1994-09,105.741302490234
242,fox,"Dickman, unpub data",unpub data,,1994,Jan,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0,,,,,no,yes,spotlighting,High,,20,1994,1994,nino,1,1994-01,94.1279907226562
243,fox,"Dickman, unpub data",unpub data,,1994,Mar,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0,,,,,no,yes,spotlighting,High,,21,1994,1994,nino,3,1994-03,124.188064575195
244,fox,"Dickman, unpub data",unpub data,,1994,Sep,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0.06,,,,,no,yes,spotlighting,High,,25,1994,1994,nino,9,1994-09,30.025821685791
245,fox,"Dickman, unpub data",unpub data,,1994,Nov,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0.1,,,,,no,yes,spotlighting,High,,26,1994,1994,nino,11,1994-11,36.1487808227539
246,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Jan,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0,,0,,,yes,,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,1,1995-01,420.331939697266
247,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Feb,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0,,0,,,no (but periodic baiting before),,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,2,1995-02,423.862121582031
248,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Mar,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.4,,0.4,,,no (but periodic baiting before),,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,3,1995-03,433.651977539062
249,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Apr,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.1,,0.1,,,no (but periodic baiting before),,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,4,1995-04,438.153869628906
250,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Jul,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.5,,0.5,,,no (but periodic baiting before),,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,7,1995-07,451.339599609375
251,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Oct,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.6,,0.6,,,no (but periodic baiting before),,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,10,1995-10,420.277099609375
252,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Jan,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.2,,0.2,,,yes,,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,1,1995-01,432.896545410156
253,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Feb,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0,,0,,,no (but periodic baiting before),,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,2,1995-02,432.626678466797
254,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Mar,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0,,0,,,no (but periodic baiting before),,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,3,1995-03,439.621734619141
255,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Apr,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.2,,0.2,,,no (but periodic baiting before),,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,4,1995-04,442.31298828125
256,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Jul,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.75,,0.75,,,no (but periodic baiting before),,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,7,1995-07,465.517272949219
257,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Oct,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.7,,0.7,,,no (but periodic baiting before),,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,10,1995-10,440.069152832031
258,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Jan,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.2,,1.2,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,1,1995-01,466.872772216797
259,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Feb,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.1,,1.1,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,2,1995-02,459.320892333984
260,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Mar,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,3.1,,3.1,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,3,1995-03,462.308807373047
261,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Apr,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,0.9,,0.9,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,4,1995-04,464.673095703125
262,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Jul,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1,,1,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,7,1995-07,526.343566894531
263,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Oct,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.2,,1.2,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,10,1995-10,520.156005859375
264,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Jan,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,1.1,,1.1,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,1,1995-01,419.698760986328
265,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Feb,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,1.3,,1.3,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,2,1995-02,419.656433105469
266,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Mar,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,1.2,,1.2,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,3,1995-03,428.664764404297
267,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Apr,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,1.3,,1.3,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,4,1995-04,431.279113769531
268,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Jul,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,1,,1,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,7,1995-07,443.447143554688
269,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1995,Oct,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,0.7,,0.7,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1995,,,10,1995-10,410.388671875
270,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1995,Jul,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),0.91,,"1.7""6.0",,,no,,Active den counts,High,,,1995,,,7,1995-07,461.595062255859
271,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1995,Feb,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),1.6,,2.4-5.3,,,no,,Active den counts,High,,,1995,,,2,1995-02,347.66748046875
272,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1995,Jun,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),1.3,,2.4-5.3,,,no,,Active den counts,High,,,1995,,,6,1995-06,429.534027099609
273,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1995,Sep,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),0.7,,2.4-5.3,,,no,,Active den counts,High,,,1995,,,9,1995-09,374.592376708984
274,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1995,Nov,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),0.2,,2.4-5.3,,,no,,Active den counts,High,,,1995,,,11,1995-11,508.870025634766
275,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1995,Apr,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),0.55,,"1.7""6.0",,,no,,Natal den counts,High,pre-breeding,,1995,,,4,1995-04,332.385101318359
276,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1995,Nov,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),0.55,,"1.7""6.0",,,no,,Natal den counts,High,post-breeding,,1995,,,11,1995-11,508.870025634766
277,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1995,Mar,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km13,No,Arid,0.025,2.5,0.025,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,1995,,,3,1995-03,164.153472900391
278,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1995,Sep,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km14,No,Arid,0.04,4,0.04,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,1995,,,9,1995-09,112.207481384277
279,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1995,Mar,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km13,No,Arid,0,0,0,220,,yes,,Track indices only (number of tracks per 100km),Low,Baited site,,1995,,,3,1995-03,164.153472900391
280,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1995,Sep,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km14,No,Arid,0.04,4,0.04,220,,no,,Track indices only (number of tracks per 100km),Low,Baited site,,1995,,,9,1995-09,112.207481384277
281,fox,Greentree,"Greentree, C., Saunders, G., McLeod, L. & Hone, J. (2000). Lamb predation and fox control in south-eastern Australia. Journal of Applied Ecology, 37, 935-943.",2000,1995,Oct,NSW,near Boorowa & Murringo,"34"" 28' 0""S, 148"" 32' 0"" E",-32.916667,148.766667,20km2,No,Temperate agricultural,1.3,,1.3,,,low (1-2 sessions per yr),,spotlighting,High,,,1995,,,10,1995-10,297.848846435547
282,fox,Kay,"Kay, B., Gifford, E., Perry, R. & van de Ven, R. (2000). Trapping efficiency for foxes (<i>Vulpes vulpes</i>) in central New SouthWales: age and sex biases and the effects of reduced fox abundance. Wildlife Research, 27, 547-552.",2000,1995,Sep,NSW,"Larras Lee, Central Tablelands:30 km south-east of Lake Burrendong","33""00'S, 148""52'E",-32.98,149.52,50km2,No,Temperate agricultural,1.4,,1.4,705,589,shot,,spotlighting,High,,,1995,,,9,1995-09,354.744323730469
283,fox,Kay,"Kay, B., Gifford, E., Perry, R. & van de Ven, R. (2000). Trapping efficiency for foxes (<i>Vulpes vulpes</i>) in central New SouthWales: age and sex biases and the effects of reduced fox abundance. Wildlife Research, 27, 547-552.",2000,1995,Sep,NSW,"Mumbil, west foreshore Lake Burrendong, Central Tablelands","32""40 S, 149""10 E",-32.666667,149.03,36km4,No,Temperate agricultural,0.2,,0.2,668,525,shot,,spotlighting,High,,,1995,,,9,1995-09,260.772796630859
284,fox,Kay,"Kay, B., Gifford, E., Perry, R. & van de Ven, R. (2000). Trapping efficiency for foxes (<i>Vulpes vulpes</i>) in central New SouthWales: age and sex biases and the effects of reduced fox abundance. Wildlife Research, 27, 547-552.",2000,1995,Sep,NSW,"Mudgee, east foreshore Lake Burrendong, Central Tablelands","32""40 S, 149""10 E",-32.644,149.39,22km4,No,Temperate agricultural,0.4,,0.4,668,525,shot,,spotlighting,High,,,1995,,,9,1995-09,298.63427734375
285,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1995,Feb,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.6,,0.6,160,,no,,spotlighting,High,,,1995,,,2,1995-02,70.6498870849609
286,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1995,Apr,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1995,,,4,1995-04,76.6155090332031
287,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1995,Jun,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.5,,0.6,160,,no,,spotlighting,High,,,1995,,,6,1995-06,113.50528717041
288,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1995,Aug,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1995,,,8,1995-08,76.3458557128906
